,PLAYER,AFFILIATION,OVERALL PICK,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FGPercent,ThreePM,ThreePA,ThreePPercent,FTM,FTA,FTPercent,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
539,Cameron Payne,Murray State,14,2015,OKC,57,12.2,5.0,2.0,4.9,41.0,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.8,0.6,0.1,1.4,1.85,83.0,Guard,0,0,0,1,0
540,Kelly Oubre Jr.,Kansas,15,2015,WAS,63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.5,0.3,0.1,1.6,1.98,92.0,Forward-Guard,0,0,1,1,0
541,Terry Rozier,Louisville,16,2015,BOS,39,8,1.8,0.7,2.7,27.4,0.2,0.7,22.2,0.2,0.3,80.0,0.6,1.0,1.6,0.9,0.5,0.2,0.0,0.6,1.85,86.0,Guard,0,0,0,1,0
542,Jerian Grant,Notre Dame,19,2015,NYK,76,16.6,5.6,2.0,5.1,39.4,0.3,1.3,22.0,1.3,1.6,78.0,0.3,1.6,1.9,2.3,1.1,0.7,0.1,1.3,1.93,90.0,Guard,0,0,0,1,0
543,Delon Wright,Utah,20,2015,TOR,27,8.5,3.8,1.3,3.0,45.0,0.2,0.5,38.5,1.0,1.3,74.3,0.3,1.1,1.4,1.1,0.6,0.3,0.1,0.3,1.96,84.0,Guard,0,0,0,1,0
544,Bobby Portis,Arkansas,22,2015,CHI,62,17.8,7.0,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,5.4,0.8,0.9,0.4,0.4,1.6,2.08,113.0,Forward,0,0,1,0,0
545,Rondae Hollis-Jefferson,Arizona,23,2015,BKN,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.5,0.9,1.3,0.6,2.1,1.98,98.0,Forward,0,0,1,0,0
546,Tyus Jones,Duke,24,2015,MIN,37,15.5,4.2,1.5,4.2,35.9,0.4,1.4,30.2,0.8,1.1,71.8,0.2,1.1,1.3,2.9,0.9,0.8,0.1,0.9,1.83,89.0,Guard,0,0,0,1,0
547,Jarell Martin,Louisiana State,25,2015,MEM,27,14.1,5.7,2.0,4.3,46.6,0.0,0.1,0.0,1.7,2.3,72.6,1.4,1.7,3.2,0.6,0.7,0.3,0.3,2.1,2.08,108.0,Forward,0,0,1,0,0
548,Larry Nance Jr.,Wyoming,27,2015,LAL,63,20.1,5.5,2.5,4.8,52.7,0.0,0.2,10.0,0.5,0.7,68.1,1.6,3.3,5.0,0.7,0.7,0.9,0.4,2.0,2.01,111.0,Forward-Center,0,1,1,0,0
549,RJ Hunter,Georgia State,28,2015,BOS,36,8.7,2.7,1.0,2.7,36.7,0.5,1.8,30.2,0.2,0.2,85.7,0.1,1.0,1.0,0.4,0.3,0.4,0.1,0.8,1.96,84.0,Guard,0,0,0,1,0
550,Chris McCullough,Syracuse,29,2015,BKN,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.0,1.8,2.8,0.4,0.6,1.2,0.5,1.6,2.06,98.0,Forward,0,0,1,0,0
551,Kevon Looney,California-Los Angeles,30,2015,GSW,5,4.1,1.8,0.8,1.4,57.1,0.2,0.4,50.0,0.0,0.0,0.0,0.8,1.2,2.0,0.0,0.2,0.0,0.0,0.4,2.06,101.0,Forward,0,0,1,0,0
552,Cedi Osman,Anadolu Efes S.K. (Turkey),31,2017,CLE,61,11,3.9,1.5,3.0,48.4,0.5,1.4,36.8,0.4,0.8,56.5,0.3,1.7,2.0,0.7,0.5,0.4,0.0,1.3,2.01,104.0,Forward,0,0,1,0,0
553,Montrezl Harrell,Louisville,32,2015,HOU,39,9.7,3.6,1.5,2.3,64.4,0.0,0.0,0.0,0.6,1.2,52.2,0.6,1.0,1.7,0.4,0.4,0.3,0.3,1.2,2.01,109.0,Forward-Center,0,1,1,0,0
554,Jordan Mickey,Louisiana State,33,2015,BOS,16,3.6,1.3,0.5,1.4,36.4,0.0,0.0,0.0,0.3,0.6,50.0,0.4,0.4,0.8,0.1,0.1,0.0,0.7,0.3,2.03,107.0,Center-Forward,0,1,1,0,0
555,Anthony Brown,Stanford,34,2015,LAL,29,20.6,4.0,1.3,4.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,2.4,0.7,0.5,0.5,0.2,1.2,2.01,102.0,Forward-Guard,0,0,1,1,0
556,Willy Hernangomez,CB Sevilla (Spain),35,2016,NYK,72,18.4,8.2,3.4,6.5,52.9,0.1,0.2,26.7,1.3,1.7,72.8,2.4,4.6,7.0,1.3,1.4,0.6,0.5,2.1,2.11,113.0,Center-Forward,0,1,1,0,0
557,Rakeem Christmas,Syracuse,36,2015,IND,1,6.1,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.06,113.0,Forward,0,0,1,0,0
558,Richaun Holmes,Bowling Green,37,2015,PHI,51,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,1.2,1.4,2.6,0.6,0.6,0.4,0.8,1.8,2.08,107.0,Forward,0,0,1,0,0
559,Darrun Hilliard,Villanova,38,2015,DET,38,10.1,4.0,1.4,3.4,39.7,0.5,1.3,38.0,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.5,0.2,0.0,0.7,1.98,100.0,Guard,0,0,0,1,0
560,Josh Richardson,Tennessee,40,2015,MIA,52,21.3,6.6,2.4,5.2,45.2,1.0,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.7,0.5,2.1,1.96,91.0,Guard,0,0,0,1,0
561,Pat Connaughton,Notre Dame,41,2015,POR,34,4.2,1.1,0.4,1.4,26.5,0.1,0.6,23.8,0.1,0.1,100.0,0.3,0.6,0.9,0.3,0.3,0.1,0.0,0.2,1.96,95.0,Guard,0,0,0,1,0
562,Joe Young,Oregon,43,2015,IND,41,9.4,3.8,1.5,4.1,36.7,0.2,1.1,21.7,0.5,0.6,80.0,0.1,1.1,1.2,1.6,0.8,0.4,0.0,0.7,1.88,84.0,Guard,0,0,0,1,0
563,Norman Powell,California-Los Angeles,46,2015,TOR,49,14.8,5.6,2.0,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1.0,0.7,0.6,0.2,1.2,1.91,98.0,Guard,0,0,0,1,0
564,Dakari Johnson,Kentucky,48,2017,OKC,31,5.2,1.8,0.7,1.3,56.4,0.0,0.0,0.0,0.4,0.6,55.0,0.5,0.6,1.1,0.3,0.1,0.2,0.3,0.9,2.13,116.0,Center,0,1,0,0,0
565,Branden Dawson,Michigan State,56,2015,LAC,6,4.8,0.8,0.3,0.8,40.0,0.0,0.0,0.0,0.2,0.2,100.0,0.3,0.3,0.7,0.0,0.0,0.0,0.2,0.3,1.98,102.0,Forward,0,0,1,0,0
566,Ben Simmons,Louisiana State,1,2017,PHI,81,33.7,15.8,6.7,12.3,54.5,0.0,0.1,0.0,2.4,4.2,56.0,1.8,6.3,8.1,8.2,3.4,1.7,0.9,2.6,2.11,109.0,Guard-Forward,1,0,1,1,0
567,Brandon Ingram,Duke,2,2016,LAL,79,28.9,9.4,3.5,8.7,40.2,0.7,2.4,29.4,1.7,2.7,62.1,0.8,3.2,4.0,2.1,1.5,0.6,0.5,2.0,2.03,86.0,Forward,0,0,1,0,0
568,Jaylen Brown,California,3,2016,BOS,78,17.2,6.6,2.5,5.4,45.5,0.6,1.7,34.3,1.1,1.6,68.5,0.6,2.2,2.8,0.8,0.9,0.4,0.2,1.8,1.98,101.0,Guard-Forward,0,0,1,1,0
569,Buddy Hield,Oklahoma,6,2016,NOP,57,20.4,8.6,3.2,8.3,39.3,1.6,4.2,36.9,0.5,0.6,87.9,0.3,2.6,2.9,1.4,0.8,0.3,0.1,1.4,1.93,100.0,Guard,0,0,0,1,0
570,Jamal Murray,Kentucky,7,2016,DEN,82,21.5,9.9,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,0.5,2.1,2.6,2.1,1.4,0.6,0.3,1.5,1.91,98.0,Guard,0,0,0,1,0
571,Marquese Chriss,Washington,8,2016,PHX,82,21.3,9.2,3.5,7.7,44.9,0.9,2.7,32.1,1.4,2.2,62.4,1.2,3.1,4.2,0.7,1.3,0.8,0.9,3.2,2.06,109.0,Forward,0,0,1,0,0
572,Jakob Poeltl,Utah,9,2016,TOR,54,11.6,3.1,1.2,2.1,58.3,0.0,0.0,0.0,0.6,1.1,54.4,1.4,1.6,3.1,0.2,0.5,0.3,0.4,2.1,2.16,111.0,Center,0,1,0,0,0
573,Domantas Sabonis,Gonzaga,11,2016,OKC,81,20.1,5.9,2.4,5.9,39.9,0.6,2.0,32.1,0.5,0.8,65.7,0.6,3.0,3.6,1.0,1.0,0.5,0.4,2.5,2.11,109.0,Forward-Center,0,1,1,0,0
574,Taurean Prince,Baylor,12,2016,ATL,59,16.6,5.7,1.9,4.8,40.0,0.6,1.7,32.4,1.3,1.6,78.7,0.4,2.2,2.7,0.9,1.0,0.7,0.5,1.6,1.98,99.0,Forward,0,0,1,0,0
575,Georgios Papagiannis,Panathinaikos B.C. (Greece),13,2016,SAC,22,16.1,5.6,2.5,4.6,54.9,0.0,0.1,0.0,0.5,0.6,85.7,1.1,2.8,3.9,0.9,1.1,0.1,0.8,2.0,2.16,109.0,Center,0,1,0,0,0
576,Juancho Hernangomez,Movistar Estudiantes,15,2016,DEN,62,13.6,4.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75.0,0.7,2.3,3.0,0.5,0.5,0.5,0.2,1.0,2.06,97.0,Forward,0,0,1,0,0
577,Guerschon Yabusele,SPO Rouen Basket,16,2017,BOS,33,7.1,2.4,0.8,1.8,42.6,0.4,1.1,32.4,0.5,0.7,68.2,0.5,1.1,1.6,0.5,0.4,0.1,0.2,0.7,2.03,118.0,Forward,0,0,1,0,0
578,Malik Beasley,Florida State,19,2016,DEN,22,7.5,3.8,1.5,3.3,45.2,0.4,1.3,32.1,0.4,0.5,80.0,0.2,0.5,0.8,0.5,0.4,0.3,0.0,0.5,1.93,85.0,Guard,0,0,0,1,0
579,Caris LeVert,Michigan,20,2016,BKN,57,21.7,8.2,3.0,6.7,45.0,1.0,3.2,32.1,1.2,1.6,72.0,0.4,2.9,3.3,1.9,1.0,0.9,0.1,1.6,1.98,93.0,Guard,0,0,0,1,0
580,Ante Zizic,KK Cibona (Croatia),23,2017,CLE,32,6.7,3.7,1.5,2.1,73.1,0.0,0.0,0.0,0.7,0.9,72.4,0.8,1.1,1.9,0.2,0.3,0.1,0.4,0.9,2.08,121.0,Center,0,1,0,0,0
581,Timothe Luwawu-Cabarrot,KK Mega Vizura,24,2016,PHI,69,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,2.01,98.0,Guard-Forward,0,0,1,1,0
582,Furkan Korkmaz,Anadolu Efes S.K. (Turkey),26,2017,PHI,14,5.7,1.6,0.6,2.0,28.6,0.4,1.2,29.4,0.1,0.3,50.0,0.1,0.6,0.8,0.3,0.1,0.1,0.1,0.9,2.01,92.0,Guard-Forward,0,0,1,1,0
583,Pascal Siakam,New Mexico State,27,2016,TOR,55,15.6,4.2,1.9,3.7,50.2,0.0,0.1,14.3,0.4,0.6,68.8,1.2,2.2,3.4,0.3,0.6,0.5,0.8,2.0,2.03,104.0,Forward,0,0,1,0,0
584,Skal Labissiere,Kentucky,28,2016,SAC,33,18.5,8.8,3.5,6.6,53.7,0.1,0.2,37.5,1.6,2.2,70.3,1.5,3.4,4.9,0.8,1.1,0.5,0.4,1.9,2.08,107.0,Forward-Center,0,1,1,0,0
585,Dejounte Murray,Washington,29,2016,SAS,38,8.5,3.4,1.3,3.1,43.1,0.2,0.6,39.1,0.6,0.8,70.0,0.2,0.9,1.1,1.3,1.0,0.2,0.2,0.8,1.93,82.0,Guard,0,0,0,1,0
586,Damian Jones,Vanderbilt,30,2016,GSW,10,8.5,1.9,0.8,1.6,50.0,0.0,0.0,0.0,0.3,1.0,30.0,0.9,1.4,2.3,0.0,0.6,0.1,0.4,1.5,2.11,111.0,Center,0,1,0,0,0
587,Ivica Zubac,KK Mega Vizura,32,2016,LAL,38,16,7.5,3.3,6.3,52.9,0.0,0.1,0.0,0.8,1.3,65.3,1.1,3.1,4.2,0.8,0.8,0.4,0.9,1.7,2.13,109.0,Center,0,1,0,0,0
588,Malcolm Brogdon,Virginia,36,2016,MIL,75,26.4,10.2,3.9,8.5,45.7,1.0,2.6,40.4,1.5,1.7,86.5,0.6,2.2,2.8,4.2,1.5,1.1,0.2,1.9,1.96,104.0,Guard,1,0,0,1,0
589,Chinanu Onuaku,Louisville,37,2016,HOU,5,10.3,2.8,1.0,1.4,71.4,0.0,0.0,0.0,0.8,0.8,100.0,0.4,1.6,2.0,0.6,0.8,0.6,0.2,1.2,2.08,111.0,Center,0,1,0,0,0
590,Diamond Stone,Maryland,40,2016,LAC,7,3.5,1.4,0.4,1.9,23.1,0.0,0.0,0.0,0.6,0.6,100.0,0.1,0.7,0.9,0.0,0.3,0.0,0.1,0.7,2.11,116.0,Center,0,1,0,0,0
591,Stephen Zimmerman,Nevada-Las Vegas,41,2016,ORL,19,5.7,1.2,0.5,1.6,32.3,0.0,0.0,0.0,0.2,0.3,60.0,0.6,1.3,1.8,0.2,0.2,0.1,0.3,0.9,2.13,109.0,Center,0,1,0,0,0
592,Isaiah Whitehead,Seton Hall,42,2016,BKN,73,22.5,7.4,2.8,7.0,40.2,0.6,2.0,29.5,1.2,1.5,80.5,0.4,2.1,2.5,2.6,1.9,0.6,0.5,2.4,1.93,97.0,Guard,0,0,0,1,0
593,AJ Hammons,Purdue,46,2016,DAL,22,7.4,2.2,0.8,1.9,40.5,0.2,0.5,50.0,0.4,0.9,45.0,0.4,1.3,1.6,0.2,0.5,0.0,0.6,1.0,2.13,118.0,Center,0,1,0,0,0
594,Jake Layman,Maryland,47,2016,POR,35,7.1,2.2,0.7,2.5,29.2,0.4,1.5,25.5,0.4,0.5,76.5,0.2,0.5,0.7,0.3,0.3,0.3,0.1,0.6,2.03,95.0,Forward,0,0,1,0,0
595,Paul Zipser,FC Bayern Muenchen,48,2016,CHI,44,19.2,5.5,2.0,5.0,39.8,0.8,2.3,33.3,0.7,0.9,77.5,0.3,2.5,2.8,0.8,0.9,0.3,0.4,1.8,2.03,103.0,Forward,0,0,1,0,0
596,Michael Gbinije,Syracuse,49,2016,DET,9,3.5,0.4,0.1,1.1,10.0,0.0,0.4,0.0,0.2,0.2,100.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,2.01,91.0,Guard-Forward,0,0,1,1,0
597,Georges Niang,Iowa State,50,2016,IND,23,4,0.9,0.4,1.6,25.0,0.0,0.5,8.3,0.1,0.1,100.0,0.1,0.7,0.7,0.2,0.2,0.1,0.0,0.3,2.01,104.0,Forward,0,0,1,0,0
598,Kay Felder,Oakland,54,2016,CLE,42,9.2,4.0,1.5,3.8,39.2,0.2,0.5,31.8,0.8,1.2,71.4,0.1,0.9,1.0,1.4,0.7,0.4,0.2,0.9,1.75,80.0,Guard,0,0,0,1,0
599,Marcus Paige,North Carolina,55,2017,CHA,5,5.6,2.4,0.8,2.8,28.6,0.4,1.6,25.0,0.4,0.4,100.0,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,1.83,74.0,Guard,0,0,0,1,0
600,Markelle Fultz,Washington,1,2017,PHI,14,18.1,7.1,3.2,7.9,40.5,0.0,0.1,0.0,0.7,1.5,47.6,0.8,2.3,3.1,3.8,1.2,0.9,0.3,1.6,1.93,95.0,Guard,0,0,0,1,0
601,Lonzo Ball,California-Los Angeles,2,2017,LAL,52,34.2,10.2,3.9,10.8,36.0,1.7,5.7,30.5,0.6,1.4,45.1,1.3,5.6,6.9,7.2,2.6,1.7,0.8,2.3,1.98,86.0,Guard,0,0,0,1,0
602,Jayson Tatum,Duke,3,2017,BOS,80,30.5,13.9,5.0,10.4,47.5,1.3,3.0,43.4,2.7,3.2,82.6,0.6,4.4,5.0,1.6,1.4,1.0,0.7,2.1,2.03,95.0,Forward-Guard,0,0,1,1,0
603,Josh Jackson,Kansas,4,2017,PHX,77,25.4,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,1.2,3.3,4.6,1.5,1.9,1.0,0.5,2.8,2.03,94.0,Guard-Forward,0,0,1,1,0
604,De'Aaron Fox,Kentucky,5,2017,SAC,73,27.7,11.6,4.5,10.9,41.2,0.6,2.1,30.7,1.9,2.7,72.3,0.5,2.3,2.8,4.4,2.4,1.0,0.3,2.2,1.91,84.0,Guard,0,0,0,1,0
605,Jonathan Isaac,Florida State,6,2017,ORL,27,19.8,5.4,2.0,5.4,37.9,0.6,1.7,34.8,0.7,0.9,76.0,0.6,3.1,3.7,0.7,1.0,1.2,1.1,1.8,2.08,104.0,Forward,0,0,1,0,0
606,Lauri Markkanen,Arizona,7,2017,CHI,68,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,1.2,6.3,7.5,1.2,1.2,0.6,0.6,1.5,2.11,109.0,Forward-Center,0,1,1,0,0
607,Frank Ntilikina,SIG Strasbourg (France),8,2017,NYK,78,21.9,5.9,2.3,6.4,36.4,0.6,2.0,31.8,0.6,0.9,72.1,0.5,1.8,2.3,3.2,1.7,0.8,0.2,2.3,1.93,91.0,Guard,0,0,0,1,0
608,Zach Collins,Gonzaga,10,2017,POR,66,15.8,4.4,1.7,4.4,39.8,0.5,1.7,31.0,0.4,0.6,64.3,0.7,2.7,3.3,0.8,0.9,0.3,0.5,2.0,2.11,113.0,Forward-Center,0,1,1,0,0
609,Malik Monk,Kentucky,11,2017,CHA,63,13.5,6.7,2.4,6.7,36.0,1.3,3.9,34.2,0.5,0.6,84.2,0.1,0.9,1.0,1.4,0.8,0.3,0.1,1.0,1.91,91.0,Guard,0,0,0,1,0
610,Luke Kennard,Duke,12,2017,DET,73,20,7.6,2.8,6.4,44.3,1.1,2.7,41.5,0.9,1.0,85.5,0.3,2.1,2.4,1.7,0.9,0.6,0.2,1.2,1.96,93.0,Guard,0,0,0,1,0
611,Donovan Mitchell,Louisville,13,2017,UTA,79,33.4,20.5,7.5,17.2,43.7,2.4,7.0,34.0,3.0,3.8,80.5,0.7,3.1,3.7,3.7,2.7,1.5,0.3,2.7,1.85,98.0,Guard,0,0,0,1,0
612,Bam Adebayo,Kentucky,14,2017,MIA,69,19.8,6.9,2.5,4.9,51.2,0.0,0.1,0.0,1.9,2.6,72.1,1.7,3.8,5.5,1.5,1.0,0.5,0.6,2.0,2.06,116.0,Center-Forward,0,1,1,0,0
613,D.J. Wilson,Michigan,17,2017,MIL,22,3.2,1.0,0.4,0.7,56.3,0.1,0.2,40.0,0.0,0.1,50.0,0.1,0.4,0.5,0.1,0.2,0.1,0.0,0.3,2.08,105.0,Forward,0,0,1,0,0
614,T.J. Leaf,California-Los Angeles,18,2017,IND,53,8.7,2.9,1.2,2.6,47.1,0.3,0.8,42.9,0.2,0.3,62.5,0.5,1.0,1.5,0.2,0.2,0.1,0.1,0.8,2.08,101.0,Forward,0,0,1,0,0
615,John Collins,Wake Forest,19,2017,ATL,74,24.1,10.5,4.2,7.4,57.6,0.2,0.6,34.0,1.8,2.5,71.5,2.4,4.9,7.3,1.3,1.4,0.6,1.1,2.9,2.06,103.0,Forward-Center,0,1,1,0,0
616,Harry Giles III,Duke,20,2018,SAC,58,14.1,7.0,3.0,6.0,50.3,0.0,0.1,0.0,1.0,1.6,63.7,1.1,2.7,3.8,1.5,1.3,0.5,0.4,2.6,2.11,109.0,Forward-Center,0,1,1,0,0
617,Jarrett Allen,Texas,22,2017,BKN,72,20,8.2,3.3,5.5,58.9,0.1,0.2,33.3,1.6,2.0,77.6,2.0,3.4,5.4,0.7,1.1,0.4,1.2,2.0,2.08,110.0,Center,0,1,0,0,0
618,OG Anunoby,Indiana,23,2017,TOR,74,20,5.9,2.2,4.7,47.1,1.0,2.7,37.1,0.5,0.8,62.9,0.6,1.9,2.5,0.7,0.6,0.7,0.2,1.8,2.01,105.0,Forward,0,0,1,0,0
619,Tyler Lydon,Syracuse,24,2017,DEN,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,102.0,Forward,0,0,1,0,0
620,Caleb Swanigan,Purdue,26,2017,POR,27,7,2.3,0.9,2.2,40.0,0.0,0.3,12.5,0.4,0.7,66.7,0.6,1.4,2.0,0.5,0.7,0.2,0.1,1.4,2.06,118.0,Forward,0,0,1,0,0
621,Kyle Kuzma,Utah,27,2017,LAL,77,31.2,16.1,6.1,13.5,45.0,2.1,5.6,36.6,1.9,2.7,70.7,1.1,5.1,6.3,1.8,1.8,0.6,0.4,2.1,2.06,100.0,Forward,0,0,1,0,0
622,Tony Bradley,North Carolina,28,2017,UTA,9,3.2,0.9,0.3,1.2,27.3,0.0,0.1,0.0,0.2,0.2,100.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,2.08,112.0,Center-Forward,0,1,1,0,0
623,Derrick White,Colorado,29,2017,SAS,17,8.2,3.2,0.9,1.9,48.5,0.5,0.8,61.5,0.8,1.2,70.0,0.3,1.2,1.5,0.5,0.4,0.2,0.2,0.5,1.93,86.0,Guard,0,0,0,1,0
624,Josh Hart,Villanova,30,2017,LAL,63,23.2,7.9,2.8,6.0,46.9,1.2,3.1,39.6,1.0,1.5,70.2,0.7,3.5,4.2,1.3,0.7,0.7,0.3,1.7,1.96,98.0,Guard,0,0,0,1,0
625,Frank Jackson,Duke,31,2018,NOP,61,19.2,8.1,3.2,7.3,43.4,0.9,2.8,31.4,0.9,1.2,74.0,0.4,1.8,2.2,1.1,0.8,0.4,0.0,1.5,1.91,93.0,Guard,0,0,0,1,0
626,Davon Reed,Miami (FL),32,2017,PHX,21,11.5,3.0,1.0,3.6,28.9,0.5,1.8,28.9,0.4,0.6,66.7,0.1,1.8,1.9,0.6,0.5,0.5,0.1,0.8,1.96,93.0,Guard,0,0,0,1,0
627,Ivan Rabb,California,35,2017,MEM,36,14.3,5.6,2.4,4.2,56.6,0.0,0.0,0.0,0.8,1.0,80.6,1.5,2.9,4.4,0.9,1.0,0.3,0.4,1.5,2.08,100.0,Forward,0,0,1,0,0
628,Semi Ojeleye,Southern Methodist,37,2017,BOS,73,15.8,2.7,0.9,2.6,34.6,0.5,1.7,32.0,0.3,0.6,61.0,0.5,1.7,2.2,0.3,0.3,0.3,0.1,1.2,1.98,109.0,Forward,0,0,1,0,0
629,Jawun Evans,Oklahoma State,39,2017,LAC,48,16.2,4.8,1.9,5.3,35.2,0.3,1.1,27.8,0.8,1.0,77.6,0.2,1.6,1.8,2.1,0.9,0.8,0.1,2.0,1.83,86.0,Guard,0,0,0,1,0
630,Dwayne Bacon,Florida State,40,2017,CHA,53,13.5,3.3,1.4,3.6,37.5,0.2,0.8,25.6,0.4,0.5,80.0,0.1,2.3,2.3,0.7,0.4,0.3,0.0,0.9,1.98,100.0,Guard-Forward,0,0,1,1,0
631,Tyler Dorsey,Oregon,41,2017,ATL,56,17.4,7.2,2.6,6.8,37.7,1.3,3.6,36.2,0.8,1.1,71.4,0.3,2.0,2.3,1.4,0.7,0.3,0.1,1.1,1.93,82.0,Guard,0,0,0,1,0
632,Thomas Bryant,Indiana,42,2017,LAL,15,4.8,1.5,0.5,1.4,38.1,0.1,0.7,10.0,0.3,0.6,55.6,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,2.08,112.0,Center-Forward,0,1,1,0,0
633,Isaiah Hartenstein,BC Zalgiris (Lithuania),43,2018,HOU,28,7.9,1.9,0.7,1.5,48.8,0.1,0.2,33.3,0.4,0.5,78.6,0.8,0.9,1.7,0.5,0.5,0.3,0.4,2.0,2.13,113.0,Center-Forward,0,1,1,0,0
634,Dillon Brooks,Oregon,45,2017,MEM,82,28.7,11.0,4.1,9.4,44.0,1.1,3.2,35.6,1.5,2.0,74.7,0.6,2.5,3.1,1.6,1.5,0.9,0.2,2.8,2.01,102.0,Guard-Forward,0,0,1,1,0
635,Sterling Brown,Southern Methodist,46,2017,MIL,54,14.4,4.0,1.5,3.8,40.0,0.6,1.7,35.2,0.4,0.4,87.5,0.5,2.1,2.6,0.5,0.5,0.6,0.2,1.5,1.96,99.0,Guard-Forward,0,0,1,1,0
636,Sindarius Thornwell,South Carolina,48,2017,LAC,73,15.8,3.9,1.4,3.2,42.9,0.3,0.8,37.7,0.8,1.2,67.0,0.5,1.5,1.9,0.9,0.7,0.7,0.3,1.7,1.93,98.0,Guard,0,0,0,1,0
637,Vlatko Cancar,KK Mega Leks (Serbia),49,2019,DEN,14,3.2,1.2,0.4,1.1,40.0,0.1,0.4,16.7,0.3,0.3,100.0,0.4,0.4,0.7,0.2,0.2,0.1,0.1,0.5,2.03,107.0,Forward,0,0,1,0,0
638,Monte Morris,Iowa State,51,2017,DEN,3,8.4,3.3,1.3,2.0,66.7,0.0,0.3,0.0,0.7,0.7,100.0,0.0,0.7,0.7,2.3,0.3,1.0,0.0,0.3,1.88,83.0,Guard,0,0,0,1,0
639,Edmond Sumner,Xavier,52,2017,IND,1,2.2,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.93,89.0,Guard,0,0,0,1,0
640,Alec Peters,Valparaiso,54,2017,PHX,20,11.2,4.1,1.4,3.7,37.8,0.9,2.9,31.0,0.4,0.5,80.0,0.4,1.5,1.9,0.6,0.2,0.1,0.1,0.7,2.06,107.0,Forward,0,0,1,0,0
641,Nigel Williams-Goss,Gonzaga,55,2019,UTA,10,5,1.4,0.5,1.6,31.3,0.2,0.7,28.6,0.2,0.2,100.0,0.2,0.4,0.6,0.6,0.3,0.3,0.1,0.6,1.88,86.0,Guard,0,0,0,1,0
642,Jabari Bird,California,56,2017,BOS,13,8.8,3.0,1.2,2.0,57.7,0.2,0.5,42.9,0.5,1.0,46.2,0.5,1.0,1.5,0.6,0.6,0.2,0.1,0.5,1.98,90.0,Guard,0,0,0,1,0
643,Jaron Blossomgame,Clemson,59,2018,CLE,27,16.3,4.2,1.7,3.9,44.3,0.4,1.4,25.6,0.4,0.5,76.9,1.0,2.7,3.6,0.5,0.4,0.3,0.3,0.7,2.03,100.0,Forward,0,0,1,0,0
644,Deandre Ayton,Arizona,1,2018,PHX,71,30.7,16.3,7.2,12.3,58.5,0.0,0.1,0.0,2.0,2.7,74.6,3.1,7.1,10.3,1.8,1.8,0.9,0.9,2.9,2.11,113.0,Center,0,1,0,0,0
645,Marvin Bagley III,Duke,2,2018,SAC,62,25.3,14.9,5.7,11.4,50.4,0.5,1.5,31.3,2.9,4.2,69.1,2.6,5.0,7.6,1.0,1.6,0.5,1.0,1.9,2.11,107.0,Forward,0,0,1,0,0
646,Luka Doncic,Real Madrid Baloncesto (Spain),3,2018,DAL,72,32.2,21.2,7.0,16.5,42.7,2.3,7.1,32.7,4.8,6.7,71.3,1.2,6.6,7.8,6.0,3.4,1.1,0.3,1.9,2.01,104.0,Forward-Guard,1,0,1,1,0
